TODO: Also check REG_ANCHORINDEX vs. anchor	IMPLEMENTATION	0.9047771807315601	IMPLEMENTATION	0.0952228192684399	WITHOUT_CLASSIFICATION
Number of subexpressions in this token.	WITHOUT_CLASSIFICATION	0.9999830802298755	WITHOUT_CLASSIFICATION	1.6919770124508464E-5	IMPLEMENTATION
linked list of tokens (sort of -- some closed loops can exist)	WITHOUT_CLASSIFICATION	0.9999828576699902	WITHOUT_CLASSIFICATION	1.714233000989614E-5	IMPLEMENTATION
Precalculate these so we don't pay for the math every time we need to access them.	WITHOUT_CLASSIFICATION	0.9999181473723358	WITHOUT_CLASSIFICATION	8.18526276642897E-5	IMPLEMENTATION
This is the case of {x,}	WITHOUT_CLASSIFICATION	0.9999955872620242	WITHOUT_CLASSIFICATION	4.412737975733658E-6	IMPLEMENTATION
This is used for {x,y} calculations	WITHOUT_CLASSIFICATION	0.9999944814657298	WITHOUT_CLASSIFICATION	5.518534270144103E-6	IMPLEMENTATION
{{{ getMinimumSize() method	WITHOUT_CLASSIFICATION	0.9998831926494867	WITHOUT_CLASSIFICATION	1.168073505133804E-4	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
Buffer a token so we can create a TokenRepeated, etc.	WITHOUT_CLASSIFICATION	0.9999033268218921	WITHOUT_CLASSIFICATION	9.667317810791206E-5	IMPLEMENTATION
read the next character unit (including backslash escapes)	WITHOUT_CLASSIFICATION	0.9999961184203998	WITHOUT_CLASSIFICATION	3.881579600255749E-6	IMPLEMENTATION
make everything up to here be a branch. create vector if nec.	WITHOUT_CLASSIFICATION	0.9992826608393068	WITHOUT_CLASSIFICATION	7.173391606931621E-4	IMPLEMENTATION
LIST OPERATOR: [...] | [^...]	WITHOUT_CLASSIFICATION	0.9999834801558463	WITHOUT_CLASSIFICATION	1.6519844153651547E-5	IMPLEMENTATION
Check for initial caret, negation	WITHOUT_CLASSIFICATION	0.9999909730250904	WITHOUT_CLASSIFICATION	9.026974909495451E-6	IMPLEMENTATION
Check for leading right bracket literal	WITHOUT_CLASSIFICATION	0.9999723805333082	WITHOUT_CLASSIFICATION	2.7619466691811682E-5	IMPLEMENTATION
Create a new RETokenOneOf	WITHOUT_CLASSIFICATION	0.9999843940709724	WITHOUT_CLASSIFICATION	1.5605929027517866E-5	IMPLEMENTATION
{{{ setWaitSocket() method	WITHOUT_CLASSIFICATION	0.9998831926494867	WITHOUT_CLASSIFICATION	1.168073505133804E-4	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
find end of subexpression	WITHOUT_CLASSIFICATION	0.9998370970294111	WITHOUT_CLASSIFICATION	1.6290297058881955E-4	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
not a comment subexpression	WITHOUT_CLASSIFICATION	0.9960189695558733	WITHOUT_CLASSIFICATION	0.003981030444126631	IMPLEMENTATION
{{{ getNext() method	WITHOUT_CLASSIFICATION	0.9998413959544424	WITHOUT_CLASSIFICATION	1.586040455574604E-4	IMPLEMENTATION
START OF LINE OPERATOR ^	WITHOUT_CLASSIFICATION	0.9999696044037313	WITHOUT_CLASSIFICATION	3.0395596268686552E-5	IMPLEMENTATION
END OF LINE OPERATOR $	WITHOUT_CLASSIFICATION	0.9999358547384217	WITHOUT_CLASSIFICATION	6.41452615781879E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
Read string of digits	WITHOUT_CLASSIFICATION	0.9999949109264747	WITHOUT_CLASSIFICATION	5.089073525228256E-6	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
BACKREFERENCE OPERATOR \1 \2 ... \9 not available if RE_NO_BK_REFS is set	WITHOUT_CLASSIFICATION	0.9994101419350278	WITHOUT_CLASSIFICATION	5.898580649722933E-4	IMPLEMENTATION
Check for stingy matching on RETokenRepeated	WITHOUT_CLASSIFICATION	0.9997699126983334	WITHOUT_CLASSIFICATION	2.3008730166657895E-4	IMPLEMENTATION
START OF STRING OPERATOR \A if RE_STRING_ANCHORS is set	WITHOUT_CLASSIFICATION	0.9999962458719465	WITHOUT_CLASSIFICATION	3.754128053620205E-6	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
WORD END OPERATOR \> if ????	WITHOUT_CLASSIFICATION	0.9999629623901762	WITHOUT_CLASSIFICATION	3.703760982379952E-5	IMPLEMENTATION
NON-WORD BREAK OPERATOR \B if ????	WITHOUT_CLASSIFICATION	0.9999770561670027	WITHOUT_CLASSIFICATION	2.29438329973679E-5	IMPLEMENTATION
NON-DIGIT OPERATOR \D	WITHOUT_CLASSIFICATION	0.9999613723920331	WITHOUT_CLASSIFICATION	3.862760796695968E-5	IMPLEMENTATION
NEWLINE ESCAPE \n	WITHOUT_CLASSIFICATION	0.9999498109063643	WITHOUT_CLASSIFICATION	5.018909363571877E-5	IMPLEMENTATION
RETURN ESCAPE \r	WITHOUT_CLASSIFICATION	0.999946263663269	WITHOUT_CLASSIFICATION	5.3736336731089954E-5	IMPLEMENTATION
WHITESPACE OPERATOR \s if RE_CHAR_CLASS_ESCAPES is set	WITHOUT_CLASSIFICATION	0.9999952541843767	WITHOUT_CLASSIFICATION	4.745815623196975E-6	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
ALPHANUMERIC OPERATOR \w	WITHOUT_CLASSIFICATION	0.9999613723920331	WITHOUT_CLASSIFICATION	3.862760796695968E-5	IMPLEMENTATION
NON-ALPHANUMERIC OPERATOR \W	WITHOUT_CLASSIFICATION	0.9999613723920331	WITHOUT_CLASSIFICATION	3.862760796695968E-5	IMPLEMENTATION
END OF STRING OPERATOR \Z	WITHOUT_CLASSIFICATION	0.9999351925763871	WITHOUT_CLASSIFICATION	6.480742361289131E-5	IMPLEMENTATION
not a special character	WITHOUT_CLASSIFICATION	0.9982806882360645	WITHOUT_CLASSIFICATION	0.0017193117639355483	IMPLEMENTATION
end while	WITHOUT_CLASSIFICATION	0.999905127865896	WITHOUT_CLASSIFICATION	9.487213410400617E-5	IMPLEMENTATION
Add final buffered token and an EndSub marker	WITHOUT_CLASSIFICATION	0.9998929775627496	WITHOUT_CLASSIFICATION	1.0702243725031703E-4	IMPLEMENTATION
compact the Vector	WITHOUT_CLASSIFICATION	0.9999643013736415	WITHOUT_CLASSIFICATION	3.569862635854467E-5	IMPLEMENTATION
Trivial case	WITHOUT_CLASSIFICATION	0.9999482108664455	WITHOUT_CLASSIFICATION	5.178913355442235E-5	IMPLEMENTATION
Overrides REToken.setUncle	WITHOUT_CLASSIFICATION	0.9999615981282609	WITHOUT_CLASSIFICATION	3.840187173904903E-5	IMPLEMENTATION
to deal with empty subexpressions	WITHOUT_CLASSIFICATION	0.9999417599010835	WITHOUT_CLASSIFICATION	5.824009891651016E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
handle pathological case of zero-length match	WITHOUT_CLASSIFICATION	0.9987248316416497	WITHOUT_CLASSIFICATION	0.0012751683583502422	IMPLEMENTATION
Implements abstract method REToken.match()	WITHOUT_CLASSIFICATION	0.9998968704106693	WITHOUT_CLASSIFICATION	1.0312958933062062E-4	IMPLEMENTATION
Note the start of this subexpression	WITHOUT_CLASSIFICATION	0.9999863911348937	WITHOUT_CLASSIFICATION	1.3608865106197344E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
Read string of digits	WITHOUT_CLASSIFICATION	0.9999949109264747	WITHOUT_CLASSIFICATION	5.089073525228256E-6	IMPLEMENTATION
Find longest match of them all to observe leftmost longest	WITHOUT_CLASSIFICATION	0.9999659517114673	WITHOUT_CLASSIFICATION	3.404828853275726E-5	IMPLEMENTATION
Append character to buffer if needed	WITHOUT_CLASSIFICATION	0.8863777141570173	WITHOUT_CLASSIFICATION	0.11362228584298277	IMPLEMENTATION
{{{ getPrev() method	WITHOUT_CLASSIFICATION	0.9998413959544424	WITHOUT_CLASSIFICATION	1.586040455574604E-4	IMPLEMENTATION
Helper function for constructor	WITHOUT_CLASSIFICATION	0.9999747918448612	WITHOUT_CLASSIFICATION	2.5208155138907888E-5	IMPLEMENTATION
didn't match up	WITHOUT_CLASSIFICATION	0.9999751180201685	WITHOUT_CLASSIFICATION	2.4881979831523892E-5	IMPLEMENTATION
Precondition: input[index-1] == '{', minMax != null	WITHOUT_CLASSIFICATION	0.99990714813039	WITHOUT_CLASSIFICATION	9.285186960995723E-5	IMPLEMENTATION
This constructor is used for convenience when we know the set beforehand, e.g. \d --> new RETokenOneOf("0123456789",false, ..) \D --> new RETokenOneOf("0123456789",true, ..)	WITHOUT_CLASSIFICATION	0.9997697518920133	WITHOUT_CLASSIFICATION	2.302481079866322E-4	IMPLEMENTATION
We know min and max now, and they are valid.	WITHOUT_CLASSIFICATION	0.999860602656541	WITHOUT_CLASSIFICATION	1.3939734345910245E-4	IMPLEMENTATION
return the index following the '}'	WITHOUT_CLASSIFICATION	0.9999113282775982	WITHOUT_CLASSIFICATION	8.86717224017743E-5	IMPLEMENTATION
Cast input appropriately or throw exception	WITHOUT_CLASSIFICATION	0.9999739624554964	WITHOUT_CLASSIFICATION	2.6037544503577197E-5	IMPLEMENTATION
do we lose index info?	WITHOUT_CLASSIFICATION	0.9999349190933955	WITHOUT_CLASSIFICATION	6.508090660444841E-5	IMPLEMENTATION
match was successful	WITHOUT_CLASSIFICATION	0.999996466403502	WITHOUT_CLASSIFICATION	3.5335964979343475E-6	IMPLEMENTATION
Add tryMatch to list of possibilities.	WITHOUT_CLASSIFICATION	0.9999456277625949	WITHOUT_CLASSIFICATION	5.437223740499232E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
{{{ handleMessage() method	WITHOUT_CLASSIFICATION	0.9998831926494867	WITHOUT_CLASSIFICATION	1.168073505133804E-4	IMPLEMENTATION
set contents of mymatch equal to newMatch	WITHOUT_CLASSIFICATION	0.9999984091086425	WITHOUT_CLASSIFICATION	1.590891357608384E-6	IMPLEMENTATION
try each one that matched	WITHOUT_CLASSIFICATION	0.9999362550307794	WITHOUT_CLASSIFICATION	6.374496922054706E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
{{{ Package-private members	WITHOUT_CLASSIFICATION	0.9999626703614253	WITHOUT_CLASSIFICATION	3.732963857473197E-5	IMPLEMENTATION
{{{ View constructor	WITHOUT_CLASSIFICATION	0.9998912870523036	WITHOUT_CLASSIFICATION	1.0871294769651275E-4	IMPLEMENTATION
index+1 works for [^abc] lists, not for generic lookahead (--> index)	WITHOUT_CLASSIFICATION	0.9998583048393358	WITHOUT_CLASSIFICATION	1.416951606642397E-4	IMPLEMENTATION
If we have buffered replace data, use it.	WITHOUT_CLASSIFICATION	0.9977540952791363	WITHOUT_CLASSIFICATION	0.002245904720863605	IMPLEMENTATION
check if input is at a valid position	WITHOUT_CLASSIFICATION	0.9999611965849627	WITHOUT_CLASSIFICATION	3.880341503722739E-5	IMPLEMENTATION
handled by RE	WITHOUT_CLASSIFICATION	0.9993753319652037	WITHOUT_CLASSIFICATION	6.246680347962849E-4	IMPLEMENTATION
true for the constant defined syntaxes	WITHOUT_CLASSIFICATION	0.9999686661039369	WITHOUT_CLASSIFICATION	3.133389606306173E-5	IMPLEMENTATION
Values for constants are bit indexes	WITHOUT_CLASSIFICATION	0.9999982354270541	WITHOUT_CLASSIFICATION	1.7645729459372257E-6	IMPLEMENTATION
impl.	WITHOUT_CLASSIFICATION	0.99996990958942	WITHOUT_CLASSIFICATION	3.00904105800584E-5	IMPLEMENTATION
single line mode (/s)	WITHOUT_CLASSIFICATION	0.9997733003208602	WITHOUT_CLASSIFICATION	2.2669967913973804E-4	IMPLEMENTATION
Define syntaxes	WITHOUT_CLASSIFICATION	0.9999482408885026	WITHOUT_CLASSIFICATION	5.17591114973846E-5	IMPLEMENTATION
P1003.2/D11.2, section 4.20.7.1, lines 5078ff.	WITHOUT_CLASSIFICATION	0.9999679464426549	WITHOUT_CLASSIFICATION	3.2053557345072884E-5	IMPLEMENTATION
Differs from RE_SYNTAX_POSIX_EXTENDED in that RE_CONTEXT_INVALID_OPS replaces RE_CONTEXT_INDEP_OPS and RE_NO_BK_REFS is added.	WITHOUT_CLASSIFICATION	0.9999996557378238	WITHOUT_CLASSIFICATION	3.442621762224011E-7	IMPLEMENTATION
There is no official Perl spec, but here's a "best guess"	WITHOUT_CLASSIFICATION	0.9999996382714358	WITHOUT_CLASSIFICATION	3.61728564192519E-7	IMPLEMENTATION
except for '{', apparently	WITHOUT_CLASSIFICATION	0.9999844612020614	WITHOUT_CLASSIFICATION	1.553879793855814E-5	IMPLEMENTATION
\d,\D,\w,\W,\s,\S	WITHOUT_CLASSIFICATION	0.9999475489660649	WITHOUT_CLASSIFICATION	5.245103393526237E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
UNDONE	WITHOUT_CLASSIFICATION	0.9999699239975489	WITHOUT_CLASSIFICATION	3.007600245107843E-5	IMPLEMENTATION
XXX	WITHOUT_CLASSIFICATION	0.9881025333609988	WITHOUT_CLASSIFICATION	0.011897466639001078	IMPLEMENTATION
Unexpected EOF!	WITHOUT_CLASSIFICATION	0.9999552802143552	WITHOUT_CLASSIFICATION	4.471978564486067E-5	IMPLEMENTATION
Per Patrick Beard:	WITHOUT_CLASSIFICATION	0.9999475489660649	WITHOUT_CLASSIFICATION	5.245103393526237E-5	IMPLEMENTATION
always: in the range 0 .. 9. The current block size is 100000 this number.	WITHOUT_CLASSIFICATION	0.9999246247112513	WITHOUT_CLASSIFICATION	7.537528874861882E-5	IMPLEMENTATION
index of the last char in the block, so the block size == last + 1.	WITHOUT_CLASSIFICATION	0.999998222157368	WITHOUT_CLASSIFICATION	1.7778426320128016E-6	IMPLEMENTATION
index in zptr[] of original string after sorting.	WITHOUT_CLASSIFICATION	0.9999984800774367	WITHOUT_CLASSIFICATION	1.5199225632261623E-6	IMPLEMENTATION
throw new CCoruptionError();	WITHOUT_CLASSIFICATION	0.9998834504567878	WITHOUT_CLASSIFICATION	1.1654954321227353E-4	IMPLEMENTATION
throw new IOException("Invalid block size");	WITHOUT_CLASSIFICATION	0.9996833533592749	WITHOUT_CLASSIFICATION	3.166466407250912E-4	IMPLEMENTATION
not a char and not EOF	WITHOUT_CLASSIFICATION	0.999360458355725	WITHOUT_CLASSIFICATION	6.395416442749669E-4	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
A bad CRC is considered a fatal error.	WITHOUT_CLASSIFICATION	0.9999793947191506	WITHOUT_CLASSIFICATION	2.0605280849351225E-5	IMPLEMENTATION
currBlockNo++;	WITHOUT_CLASSIFICATION	0.9999475968333901	WITHOUT_CLASSIFICATION	5.2403166609891485E-5	IMPLEMENTATION
Now the selectors	WITHOUT_CLASSIFICATION	0.9999515193238127	WITHOUT_CLASSIFICATION	4.848067618734615E-5	IMPLEMENTATION
Now the coding tables	WITHOUT_CLASSIFICATION	0.9999908336648323	WITHOUT_CLASSIFICATION	9.166335167747748E-6	IMPLEMENTATION
Create the Huffman decoding tables	WITHOUT_CLASSIFICATION	0.9999957191644946	WITHOUT_CLASSIFICATION	4.28083550533752E-6	IMPLEMENTATION
Receive the mapping table	WITHOUT_CLASSIFICATION	0.9999757156090104	WITHOUT_CLASSIFICATION	2.4284390989589026E-5	IMPLEMENTATION
XXX	WITHOUT_CLASSIFICATION	0.9881025333609988	WITHOUT_CLASSIFICATION	0.011897466639001078	IMPLEMENTATION
private members	WITHOUT_CLASSIFICATION	0.9999836646730691	WITHOUT_CLASSIFICATION	1.633532693083464E-5	IMPLEMENTATION
If you are ever unlucky/improbable enough to get a stack overflow whilst sorting, increase the following constant and try again. In practice I have never seen the stack go above 27 elems, so the following limit seems very generous.	WITHOUT_CLASSIFICATION	0.999975170091049	WITHOUT_CLASSIFICATION	2.4829908951048975E-5	IMPLEMENTATION
Knuth's increments seem to work better than Incerpi-Sedgewick here. Possibly because the number of elems to sort is usually small, typically <= 20.	WITHOUT_CLASSIFICATION	0.9998724303886308	WITHOUT_CLASSIFICATION	1.2756961136910731E-4	IMPLEMENTATION
Used when sorting. If too many long comparisons happen, we stop sorting, randomise the block slightly, and try again.	WITHOUT_CLASSIFICATION	0.9999979452185979	WITHOUT_CLASSIFICATION	2.054781402267964E-6	IMPLEMENTATION
ch = 0;	WITHOUT_CLASSIFICATION	0.9999500448622254	WITHOUT_CLASSIFICATION	4.9955137774576055E-5	IMPLEMENTATION
index in zptr[] of original string after sorting.	WITHOUT_CLASSIFICATION	0.9999984800774367	WITHOUT_CLASSIFICATION	1.5199225632261623E-6	IMPLEMENTATION
The back end needs a place to store the MTF values whilst it calculates the coding tables. We could put them in the zptr array. However, these values will fit in a short, so we overlay szptr at the start of zptr, in the hope of reducing the number of cache misses induced by the multiple traversals of the MTF values when calculating coding tables. Seems to improve compression speed by about 1%.	WITHOUT_CLASSIFICATION	0.9999939244698678	WITHOUT_CLASSIFICATION	6.07553013213257E-6	IMPLEMENTATION
Nodes and heap entries run from 1. Entry 0 for both the heap and nodes is a sentinel.	WITHOUT_CLASSIFICATION	0.9999999202115777	WITHOUT_CLASSIFICATION	7.978842232609537E-8	IMPLEMENTATION
throw new CError();	WITHOUT_CLASSIFICATION	0.9998417459972719	WITHOUT_CLASSIFICATION	1.58254002728084E-4	IMPLEMENTATION
szptr = zptr;	WITHOUT_CLASSIFICATION	0.9998937256597163	WITHOUT_CLASSIFICATION	1.0627434028371724E-4	IMPLEMENTATION
blockNo++;	WITHOUT_CLASSIFICATION	0.9999699239975489	WITHOUT_CLASSIFICATION	3.007600245107843E-5	IMPLEMENTATION
write 8-bit	WITHOUT_CLASSIFICATION	0.9999018704729482	WITHOUT_CLASSIFICATION	9.812952705180626E-5	IMPLEMENTATION
write 8-bit	WITHOUT_CLASSIFICATION	0.9999018704729482	WITHOUT_CLASSIFICATION	9.812952705180626E-5	IMPLEMENTATION
sort the block and establish posn of original string	WITHOUT_CLASSIFICATION	0.9999688107631302	WITHOUT_CLASSIFICATION	3.118923686981219E-5	IMPLEMENTATION
Now the block's CRC, so it is in a known place.	WITHOUT_CLASSIFICATION	0.9999995322568587	WITHOUT_CLASSIFICATION	4.677431414367921E-7	IMPLEMENTATION
Now a single bit indicating randomisation.	WITHOUT_CLASSIFICATION	0.9999471847307491	WITHOUT_CLASSIFICATION	5.281526925084464E-5	IMPLEMENTATION
Finally, block's contents proper.	WITHOUT_CLASSIFICATION	0.9999917459901491	WITHOUT_CLASSIFICATION	8.25400985086871E-6	IMPLEMENTATION
Now another magic 48-bit number, 0x177245385090, to indicate the end of the last block. (sqrt(pi), if you want to know. I did want to use e, but it contains too much repetition -- 27 18 28 18 28 46 -- for me to feel statistically comfortable. Call me paranoid.)	WITHOUT_CLASSIFICATION	0.9999999057890456	WITHOUT_CLASSIFICATION	9.421095443550748E-8	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
In the various block-sized structures, live data runs from 0 to last+NUM_OVERSHOOT_BYTES inclusive. First, set up the overshoot area for block.	WITHOUT_CLASSIFICATION	0.9999999615924067	WITHOUT_CLASSIFICATION	3.8407593419898017E-8	IMPLEMENTATION
Use simpleSort(), since the full sorting mechanism has quite a large constant overhead.	WITHOUT_CLASSIFICATION	0.9999962630618383	WITHOUT_CLASSIFICATION	3.7369381616550762E-6	IMPLEMENTATION
Now ftab contains the first loc of every small bucket. Calculate the running order, from smallest to largest big bucket.	WITHOUT_CLASSIFICATION	0.9999981080004996	WITHOUT_CLASSIFICATION	1.8919995004053158E-6	IMPLEMENTATION
The main sorting loop.	WITHOUT_CLASSIFICATION	0.9997186911458366	WITHOUT_CLASSIFICATION	2.8130885416343066E-4	IMPLEMENTATION
Process big buckets, starting with the least full.	WITHOUT_CLASSIFICATION	0.9999647585078438	WITHOUT_CLASSIFICATION	3.5241492156137076E-5	IMPLEMENTATION
{{{ close() method	WITHOUT_CLASSIFICATION	0.9998416755560502	WITHOUT_CLASSIFICATION	1.5832444394969861E-4	IMPLEMENTATION
handle 16 bit signed numbers	WITHOUT_CLASSIFICATION	0.9998201089717133	WITHOUT_CLASSIFICATION	1.7989102828667596E-4	IMPLEMENTATION
Decide how many coding tables to use	WITHOUT_CLASSIFICATION	0.999773870700593	WITHOUT_CLASSIFICATION	2.2612929940693386E-4	IMPLEMENTATION
Generate an initial set of coding tables	WITHOUT_CLASSIFICATION	0.9999991875494443	WITHOUT_CLASSIFICATION	8.124505556633724E-7	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
Iterate up to N_ITERS times to improve the tables.	WITHOUT_CLASSIFICATION	0.99966742831562	WITHOUT_CLASSIFICATION	3.3257168437992863E-4	IMPLEMENTATION
Set group start & end marks.	WITHOUT_CLASSIFICATION	0.9999947824056609	WITHOUT_CLASSIFICATION	5.217594339122196E-6	IMPLEMENTATION
Calculate the cost of this group as coded by each of the coding tables.	WITHOUT_CLASSIFICATION	0.9999792530948781	WITHOUT_CLASSIFICATION	2.074690512190674E-5	IMPLEMENTATION
run jEditLauncher installation	WITHOUT_CLASSIFICATION	0.9999619060374881	WITHOUT_CLASSIFICATION	3.809396251188101E-5	IMPLEMENTATION
Increment the symbol frequencies for the selected table.	WITHOUT_CLASSIFICATION	0.9999866570811139	WITHOUT_CLASSIFICATION	1.3342918885991043E-5	IMPLEMENTATION
Recompute the tables based on the accumulated frequencies.	WITHOUT_CLASSIFICATION	0.9999660519692001	WITHOUT_CLASSIFICATION	3.3948030799944146E-5	IMPLEMENTATION
Compute MTF values for the selectors.	WITHOUT_CLASSIFICATION	0.9999987368007862	WITHOUT_CLASSIFICATION	1.263199213890987E-6	IMPLEMENTATION
Assign actual codes for the tables.	WITHOUT_CLASSIFICATION	0.9999763375462247	WITHOUT_CLASSIFICATION	2.366245377533108E-5	IMPLEMENTATION
Transmit the mapping table.	WITHOUT_CLASSIFICATION	0.999983382165519	WITHOUT_CLASSIFICATION	1.6617834480939675E-5	IMPLEMENTATION
Now the selectors.	WITHOUT_CLASSIFICATION	0.9999500038298433	WITHOUT_CLASSIFICATION	4.999617015672512E-5	IMPLEMENTATION
11	WITHOUT_CLASSIFICATION	0.9999710910856507	WITHOUT_CLASSIFICATION	2.890891434922372E-5	IMPLEMENTATION
