todo also check reg_anchorindex vs. anchor	IMPLEMENTATION	0.7871746711676805	IMPLEMENTATION	0.21282532883231955	WITHOUT_CLASSIFICATION
note the start of this subexpression	WITHOUT_CLASSIFICATION	0.9999975878150417	WITHOUT_CLASSIFICATION	2.4121849582685503E-6	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999918009019932	WITHOUT_CLASSIFICATION	8.199098006711576E-6	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999918009019932	WITHOUT_CLASSIFICATION	8.199098006711576E-6	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999918009019932	WITHOUT_CLASSIFICATION	8.199098006711576E-6	IMPLEMENTATION
read string of digits	WITHOUT_CLASSIFICATION	0.9999994873166146	WITHOUT_CLASSIFICATION	5.126833853188426E-7	IMPLEMENTATION
find longest match of them all to observe leftmost longest	WITHOUT_CLASSIFICATION	0.9999762148766276	WITHOUT_CLASSIFICATION	2.3785123372451283E-5	IMPLEMENTATION
append character to buffer if needed	WITHOUT_CLASSIFICATION	0.7014240231121462	WITHOUT_CLASSIFICATION	0.29857597688785376	IMPLEMENTATION
{{{ getprev() method	WITHOUT_CLASSIFICATION	0.9999655099563945	WITHOUT_CLASSIFICATION	3.449004360554246E-5	IMPLEMENTATION
helper function for constructor	WITHOUT_CLASSIFICATION	0.9999831409190525	WITHOUT_CLASSIFICATION	1.685908094757485E-5	IMPLEMENTATION
didn't match up	WITHOUT_CLASSIFICATION	0.9999858839024905	WITHOUT_CLASSIFICATION	1.411609750950115E-5	IMPLEMENTATION
precondition input[index-1] == '{' minmax != null	WITHOUT_CLASSIFICATION	0.9999810928292825	WITHOUT_CLASSIFICATION	1.8907170717520087E-5	IMPLEMENTATION
this constructor is used for convenience when we know the set beforehand e.g. \d --> new retokenoneof("0123456789"false ..) \d --> new retokenoneof("0123456789"true ..)	WITHOUT_CLASSIFICATION	0.9997306605942264	WITHOUT_CLASSIFICATION	2.6933940577358265E-4	IMPLEMENTATION
we know min and max now and they are valid.	WITHOUT_CLASSIFICATION	0.9996640708559256	WITHOUT_CLASSIFICATION	3.359291440744644E-4	IMPLEMENTATION
return the index following the '}'	WITHOUT_CLASSIFICATION	0.9999337231014929	WITHOUT_CLASSIFICATION	6.62768985071503E-5	IMPLEMENTATION
cast input appropriately or throw exception	WITHOUT_CLASSIFICATION	0.9999979103378426	WITHOUT_CLASSIFICATION	2.0896621574318533E-6	IMPLEMENTATION
do we lose index info?	WITHOUT_CLASSIFICATION	0.9998379699482849	WITHOUT_CLASSIFICATION	1.620300517150661E-4	IMPLEMENTATION
match was successful	WITHOUT_CLASSIFICATION	0.9999991013125598	WITHOUT_CLASSIFICATION	8.986874401575307E-7	IMPLEMENTATION
add trymatch to list of possibilities.	WITHOUT_CLASSIFICATION	0.9999777145323696	WITHOUT_CLASSIFICATION	2.2285467630421637E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999918009019932	WITHOUT_CLASSIFICATION	8.199098006711576E-6	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999918009019932	WITHOUT_CLASSIFICATION	8.199098006711576E-6	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999918009019932	WITHOUT_CLASSIFICATION	8.199098006711576E-6	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999918009019932	WITHOUT_CLASSIFICATION	8.199098006711576E-6	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999918009019932	WITHOUT_CLASSIFICATION	8.199098006711576E-6	IMPLEMENTATION
{{{ handlemessage() method	WITHOUT_CLASSIFICATION	0.9999744468540599	WITHOUT_CLASSIFICATION	2.555314594014961E-5	IMPLEMENTATION
set contents of mymatch equal to newmatch	WITHOUT_CLASSIFICATION	0.9999997077580904	WITHOUT_CLASSIFICATION	2.922419095907794E-7	IMPLEMENTATION
try each one that matched	WITHOUT_CLASSIFICATION	0.9999662782573678	WITHOUT_CLASSIFICATION	3.372174263216193E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999918009019932	WITHOUT_CLASSIFICATION	8.199098006711576E-6	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999918009019932	WITHOUT_CLASSIFICATION	8.199098006711576E-6	IMPLEMENTATION
{{{ package-private members	WITHOUT_CLASSIFICATION	0.999980672671971	WITHOUT_CLASSIFICATION	1.9327328029020657E-5	IMPLEMENTATION
{{{ view constructor	WITHOUT_CLASSIFICATION	0.999940641246969	WITHOUT_CLASSIFICATION	5.9358753030939786E-5	IMPLEMENTATION
index+1 works for [^abc] lists not for generic lookahead (--> index)	WITHOUT_CLASSIFICATION	0.999891930164494	WITHOUT_CLASSIFICATION	1.0806983550612144E-4	IMPLEMENTATION
if we have buffered replace data use it.	WITHOUT_CLASSIFICATION	0.9999014089181902	WITHOUT_CLASSIFICATION	9.859108180981517E-5	IMPLEMENTATION
check if input is at a valid position	WITHOUT_CLASSIFICATION	0.9999665283875078	WITHOUT_CLASSIFICATION	3.347161249221842E-5	IMPLEMENTATION
handled by re	WITHOUT_CLASSIFICATION	0.9998276015007412	WITHOUT_CLASSIFICATION	1.723984992587957E-4	IMPLEMENTATION
true for the constant defined syntaxes	WITHOUT_CLASSIFICATION	0.9999890752871535	WITHOUT_CLASSIFICATION	1.0924712846419445E-5	IMPLEMENTATION
values for constants are bit indexes	WITHOUT_CLASSIFICATION	0.9999998868487705	WITHOUT_CLASSIFICATION	1.1315122949005766E-7	IMPLEMENTATION
impl.	WITHOUT_CLASSIFICATION	0.9999918032836475	WITHOUT_CLASSIFICATION	8.196716352528697E-6	IMPLEMENTATION
single line mode (/s)	WITHOUT_CLASSIFICATION	0.9997981603632935	WITHOUT_CLASSIFICATION	2.018396367065146E-4	IMPLEMENTATION
define syntaxes	WITHOUT_CLASSIFICATION	0.9999909905403134	WITHOUT_CLASSIFICATION	9.009459686595536E-6	IMPLEMENTATION
p1003.2/d11.2 section 4.20.7.1 lines 5078ff.	WITHOUT_CLASSIFICATION	0.9999886700553694	WITHOUT_CLASSIFICATION	1.1329944630497194E-5	IMPLEMENTATION
differs from re_syntax_posix_extended in that re_context_invalid_ops replaces re_context_indep_ops and re_no_bk_refs is added.	WITHOUT_CLASSIFICATION	0.9999992972322916	WITHOUT_CLASSIFICATION	7.027677082888556E-7	IMPLEMENTATION
there is no official perl spec but here's a "best guess"	WITHOUT_CLASSIFICATION	0.9999999383323832	WITHOUT_CLASSIFICATION	6.166761671504141E-8	IMPLEMENTATION
except for '{' apparently	WITHOUT_CLASSIFICATION	0.997802627074919	WITHOUT_CLASSIFICATION	0.0021973729250810412	IMPLEMENTATION
\d\d\w\w\s\s	WITHOUT_CLASSIFICATION	0.9999734733355236	WITHOUT_CLASSIFICATION	2.652666447646259E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999918009019932	WITHOUT_CLASSIFICATION	8.199098006711576E-6	IMPLEMENTATION
undone	WITHOUT_CLASSIFICATION	0.9999918049696561	WITHOUT_CLASSIFICATION	8.195030343981532E-6	IMPLEMENTATION
xxx	WITHOUT_CLASSIFICATION	0.980150766000222	WITHOUT_CLASSIFICATION	0.01984923399977793	IMPLEMENTATION
unexpected eof!	WITHOUT_CLASSIFICATION	0.9999789529554846	WITHOUT_CLASSIFICATION	2.104704451537033E-5	IMPLEMENTATION
per patrick beard	WITHOUT_CLASSIFICATION	0.9999763226664167	WITHOUT_CLASSIFICATION	2.3677333583296718E-5	IMPLEMENTATION
always in the range 0 .. 9. the current block size is 100000 this number.	WITHOUT_CLASSIFICATION	0.9998416156770739	WITHOUT_CLASSIFICATION	1.583843229261528E-4	IMPLEMENTATION
index of the last char in the block so the block size == last + 1.	WITHOUT_CLASSIFICATION	0.9999967897735127	WITHOUT_CLASSIFICATION	3.2102264874107625E-6	IMPLEMENTATION
index in zptr[] of original string after sorting.	WITHOUT_CLASSIFICATION	0.9999960914199586	WITHOUT_CLASSIFICATION	3.908580041325915E-6	IMPLEMENTATION
throw new ccoruptionerror()	WITHOUT_CLASSIFICATION	0.9999500414002077	WITHOUT_CLASSIFICATION	4.995859979231694E-5	IMPLEMENTATION
throw new ioexception("invalid block size")	WITHOUT_CLASSIFICATION	0.9998333351271615	WITHOUT_CLASSIFICATION	1.666648728383991E-4	IMPLEMENTATION
not a char and not eof	WITHOUT_CLASSIFICATION	0.9997250337262333	WITHOUT_CLASSIFICATION	2.7496627376667537E-4	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999918009019932	WITHOUT_CLASSIFICATION	8.199098006711576E-6	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999918009019932	WITHOUT_CLASSIFICATION	8.199098006711576E-6	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999918009019932	WITHOUT_CLASSIFICATION	8.199098006711576E-6	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999918009019932	WITHOUT_CLASSIFICATION	8.199098006711576E-6	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999918009019932	WITHOUT_CLASSIFICATION	8.199098006711576E-6	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999918009019932	WITHOUT_CLASSIFICATION	8.199098006711576E-6	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999918009019932	WITHOUT_CLASSIFICATION	8.199098006711576E-6	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999918009019932	WITHOUT_CLASSIFICATION	8.199098006711576E-6	IMPLEMENTATION
a bad crc is considered a fatal error.	WITHOUT_CLASSIFICATION	0.9999934570189501	WITHOUT_CLASSIFICATION	6.54298104988836E-6	IMPLEMENTATION
currblockno++	WITHOUT_CLASSIFICATION	0.9999734870498257	WITHOUT_CLASSIFICATION	2.6512950174386193E-5	IMPLEMENTATION
now the selectors	WITHOUT_CLASSIFICATION	0.9999781416359971	WITHOUT_CLASSIFICATION	2.185836400292684E-5	IMPLEMENTATION
now the coding tables	WITHOUT_CLASSIFICATION	0.9999928462939671	WITHOUT_CLASSIFICATION	7.153706032952604E-6	IMPLEMENTATION
create the huffman decoding tables	WITHOUT_CLASSIFICATION	0.9999946619417914	WITHOUT_CLASSIFICATION	5.3380582084632125E-6	IMPLEMENTATION
receive the mapping table	WITHOUT_CLASSIFICATION	0.999991678293317	WITHOUT_CLASSIFICATION	8.321706682986022E-6	IMPLEMENTATION
xxx	WITHOUT_CLASSIFICATION	0.980150766000222	WITHOUT_CLASSIFICATION	0.01984923399977793	IMPLEMENTATION
private members	WITHOUT_CLASSIFICATION	0.9999960375410093	WITHOUT_CLASSIFICATION	3.962458990673172E-6	IMPLEMENTATION
if you are ever unlucky/improbable enough to get a stack overflow whilst sorting increase the following constant and try again. in practice i have never seen the stack go above 27 elems so the following limit seems very generous.	WITHOUT_CLASSIFICATION	0.999999422091574	WITHOUT_CLASSIFICATION	5.779084260833891E-7	IMPLEMENTATION
knuth's increments seem to work better than incerpi-sedgewick here. possibly because the number of elems to sort is usually small typically <= 20.	WITHOUT_CLASSIFICATION	0.9997166191671016	WITHOUT_CLASSIFICATION	2.833808328984171E-4	IMPLEMENTATION
used when sorting. if too many long comparisons happen we stop sorting randomise the block slightly and try again.	WITHOUT_CLASSIFICATION	0.9999917040224127	WITHOUT_CLASSIFICATION	8.295977587389065E-6	IMPLEMENTATION
ch = 0	WITHOUT_CLASSIFICATION	0.999993913251409	WITHOUT_CLASSIFICATION	6.086748591009276E-6	IMPLEMENTATION
index in zptr[] of original string after sorting.	WITHOUT_CLASSIFICATION	0.9999960914199586	WITHOUT_CLASSIFICATION	3.908580041325915E-6	IMPLEMENTATION
the back end needs a place to store the mtf values whilst it calculates the coding tables. we could put them in the zptr array. however these values will fit in a short so we overlay szptr at the start of zptr in the hope of reducing the number of cache misses induced by the multiple traversals of the mtf values when calculating coding tables. seems to improve compression speed by about 1%.	WITHOUT_CLASSIFICATION	0.999800090503648	WITHOUT_CLASSIFICATION	1.9990949635193198E-4	IMPLEMENTATION
nodes and heap entries run from 1. entry 0 for both the heap and nodes is a sentinel.	WITHOUT_CLASSIFICATION	0.9999989041570925	WITHOUT_CLASSIFICATION	1.0958429075867711E-6	IMPLEMENTATION
throw new cerror()	WITHOUT_CLASSIFICATION	0.9999325695715986	WITHOUT_CLASSIFICATION	6.743042840136097E-5	IMPLEMENTATION
szptr = zptr	WITHOUT_CLASSIFICATION	0.999938000947316	WITHOUT_CLASSIFICATION	6.199905268400347E-5	IMPLEMENTATION
blockno++	WITHOUT_CLASSIFICATION	0.999991803872145	WITHOUT_CLASSIFICATION	8.196127855057053E-6	IMPLEMENTATION
write 8-bit	WITHOUT_CLASSIFICATION	0.9999464170966541	WITHOUT_CLASSIFICATION	5.35829033458022E-5	IMPLEMENTATION
write 8-bit	WITHOUT_CLASSIFICATION	0.9999464170966541	WITHOUT_CLASSIFICATION	5.35829033458022E-5	IMPLEMENTATION
sort the block and establish posn of original string	WITHOUT_CLASSIFICATION	0.9999785736632302	WITHOUT_CLASSIFICATION	2.1426336769892597E-5	IMPLEMENTATION
now the block's crc so it is in a known place.	WITHOUT_CLASSIFICATION	0.9999997404044342	WITHOUT_CLASSIFICATION	2.595955659095658E-7	IMPLEMENTATION
now a single bit indicating randomisation.	WITHOUT_CLASSIFICATION	0.9999788810426148	WITHOUT_CLASSIFICATION	2.1118957385272175E-5	IMPLEMENTATION
finally block's contents proper.	WITHOUT_CLASSIFICATION	0.9999982101607519	WITHOUT_CLASSIFICATION	1.7898392482625758E-6	IMPLEMENTATION
now another magic 48-bit number 0x177245385090 to indicate the end of the last block. (sqrt(pi) if you want to know. i did want to use e but it contains too much repetition -- 27 18 28 18 28 46 -- for me to feel statistically comfortable. call me paranoid.)	WITHOUT_CLASSIFICATION	0.9999989063882441	WITHOUT_CLASSIFICATION	1.0936117559811678E-6	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999918009019932	WITHOUT_CLASSIFICATION	8.199098006711576E-6	IMPLEMENTATION
in the various block-sized structures live data runs from 0 to last+num_overshoot_bytes inclusive. first set up the overshoot area for block.	WITHOUT_CLASSIFICATION	0.9999999715249726	WITHOUT_CLASSIFICATION	2.8475027383167894E-8	IMPLEMENTATION
use simplesort() since the full sorting mechanism has quite a large constant overhead.	WITHOUT_CLASSIFICATION	0.999995861100773	WITHOUT_CLASSIFICATION	4.138899226998335E-6	IMPLEMENTATION
now ftab contains the first loc of every small bucket. calculate the running order from smallest to largest big bucket.	WITHOUT_CLASSIFICATION	0.999995180921913	WITHOUT_CLASSIFICATION	4.819078087055354E-6	IMPLEMENTATION
the main sorting loop.	WITHOUT_CLASSIFICATION	0.9999276423927504	WITHOUT_CLASSIFICATION	7.235760724958896E-5	IMPLEMENTATION
process big buckets starting with the least full.	WITHOUT_CLASSIFICATION	0.9999933052986122	WITHOUT_CLASSIFICATION	6.694701387694528E-6	IMPLEMENTATION
{{{ close() method	WITHOUT_CLASSIFICATION	0.9999655590270708	WITHOUT_CLASSIFICATION	3.444097292911098E-5	IMPLEMENTATION
handle 16 bit signed numbers	WITHOUT_CLASSIFICATION	0.9999668123193596	WITHOUT_CLASSIFICATION	3.318768064034698E-5	IMPLEMENTATION
decide how many coding tables to use	WITHOUT_CLASSIFICATION	0.99946352054137	WITHOUT_CLASSIFICATION	5.364794586299351E-4	IMPLEMENTATION
generate an initial set of coding tables	WITHOUT_CLASSIFICATION	0.9999977159316792	WITHOUT_CLASSIFICATION	2.284068320763861E-6	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999918009019932	WITHOUT_CLASSIFICATION	8.199098006711576E-6	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999918009019932	WITHOUT_CLASSIFICATION	8.199098006711576E-6	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999918009019932	WITHOUT_CLASSIFICATION	8.199098006711576E-6	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999918009019932	WITHOUT_CLASSIFICATION	8.199098006711576E-6	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999918009019932	WITHOUT_CLASSIFICATION	8.199098006711576E-6	IMPLEMENTATION
iterate up to n_iters times to improve the tables.	WITHOUT_CLASSIFICATION	0.9996112785337923	WITHOUT_CLASSIFICATION	3.887214662077851E-4	IMPLEMENTATION
set group start & end marks.	WITHOUT_CLASSIFICATION	0.9999969905956401	WITHOUT_CLASSIFICATION	3.0094043600329103E-6	IMPLEMENTATION
calculate the cost of this group as coded by each of the coding tables.	WITHOUT_CLASSIFICATION	0.9999949092344252	WITHOUT_CLASSIFICATION	5.090765574746784E-6	IMPLEMENTATION
run jeditlauncher installation	WITHOUT_CLASSIFICATION	0.9999658083164923	WITHOUT_CLASSIFICATION	3.4191683507754503E-5	IMPLEMENTATION
increment the symbol frequencies for the selected table.	WITHOUT_CLASSIFICATION	0.9999879760279883	WITHOUT_CLASSIFICATION	1.2023972011658233E-5	IMPLEMENTATION
recompute the tables based on the accumulated frequencies.	WITHOUT_CLASSIFICATION	0.9999630458026774	WITHOUT_CLASSIFICATION	3.695419732268769E-5	IMPLEMENTATION
compute mtf values for the selectors.	WITHOUT_CLASSIFICATION	0.9999987746352019	WITHOUT_CLASSIFICATION	1.225364798106947E-6	IMPLEMENTATION
assign actual codes for the tables.	WITHOUT_CLASSIFICATION	0.9999898841662567	WITHOUT_CLASSIFICATION	1.011583374332289E-5	IMPLEMENTATION
transmit the mapping table.	WITHOUT_CLASSIFICATION	0.9999917650046589	WITHOUT_CLASSIFICATION	8.234995341133407E-6	IMPLEMENTATION
now the selectors.	WITHOUT_CLASSIFICATION	0.9999777753597491	WITHOUT_CLASSIFICATION	2.222464025093745E-5	IMPLEMENTATION
11	WITHOUT_CLASSIFICATION	0.9999920188787789	WITHOUT_CLASSIFICATION	7.981121221074242E-6	IMPLEMENTATION
and finally the block data proper	WITHOUT_CLASSIFICATION	0.9999926359042814	WITHOUT_CLASSIFICATION	7.3640957186573E-6	IMPLEMENTATION
copy 1	WITHOUT_CLASSIFICATION	0.9999934862627999	WITHOUT_CLASSIFICATION	6.5137372000683855E-6	IMPLEMENTATION
copy 2	WITHOUT_CLASSIFICATION	0.9999955937744558	WITHOUT_CLASSIFICATION	4.406225544287508E-6	IMPLEMENTATION
( (this.assemlen + numtowrite ) < this.recordbuf.length )	WITHOUT_CLASSIFICATION	0.9999660296035939	WITHOUT_CLASSIFICATION	3.397039640612857E-5	IMPLEMENTATION
when we get here we have either o an empty "assemble" buffer. o no bytes to write (numtowrite == 0)	WITHOUT_CLASSIFICATION	0.9987569195065632	WITHOUT_CLASSIFICATION	0.0012430804934367575	IMPLEMENTATION
in.close()	WITHOUT_CLASSIFICATION	0.9999918009019932	WITHOUT_CLASSIFICATION	8.199098006711576E-6	IMPLEMENTATION
pass 1 compute preferred row heights / column widths	WITHOUT_CLASSIFICATION	0.9999900161071725	WITHOUT_CLASSIFICATION	9.98389282750797E-6	IMPLEMENTATION
pass 2 redistribute free space	WITHOUT_CLASSIFICATION	0.9999970272993216	WITHOUT_CLASSIFICATION	2.9727006782788158E-6	IMPLEMENTATION
synchronized	WITHOUT_CLASSIFICATION	0.999973682754879	WITHOUT_CLASSIFICATION	2.6317245121019255E-5	IMPLEMENTATION
on by default	WITHOUT_CLASSIFICATION	0.9999969944199425	WITHOUT_CLASSIFICATION	3.005580057524879E-6	IMPLEMENTATION
create app start script	WITHOUT_CLASSIFICATION	0.999996334032896	WITHOUT_CLASSIFICATION	3.6659671040336516E-6	IMPLEMENTATION
delete existing copy	WITHOUT_CLASSIFICATION	0.9998228018278524	WITHOUT_CLASSIFICATION	1.771981721475866E-4	IMPLEMENTATION
write simple script	WITHOUT_CLASSIFICATION	0.9999789627937746	WITHOUT_CLASSIFICATION	2.1037206225350736E-5	IMPLEMENTATION
make it executable	WITHOUT_CLASSIFICATION	0.9996886975968596	WITHOUT_CLASSIFICATION	3.113024031403841E-4	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999918009019932	WITHOUT_CLASSIFICATION	8.199098006711576E-6	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999918009019932	WITHOUT_CLASSIFICATION	8.199098006711576E-6	IMPLEMENTATION
{{{ package-private members	WITHOUT_CLASSIFICATION	0.999980672671971	WITHOUT_CLASSIFICATION	1.9327328029020657E-5	IMPLEMENTATION
xxx	WITHOUT_CLASSIFICATION	0.980150766000222	WITHOUT_CLASSIFICATION	0.01984923399977793	IMPLEMENTATION
private members	WITHOUT_CLASSIFICATION	0.9999960375410093	WITHOUT_CLASSIFICATION	3.962458990673172E-6	IMPLEMENTATION
private members	WITHOUT_CLASSIFICATION	0.9999960375410093	WITHOUT_CLASSIFICATION	3.962458990673172E-6	IMPLEMENTATION
new jeditlauncherostask(installer)	WITHOUT_CLASSIFICATION	0.999974672301327	WITHOUT_CLASSIFICATION	2.532769867299256E-5	IMPLEMENTATION
install user-selected packages	WITHOUT_CLASSIFICATION	0.9999770800423332	WITHOUT_CLASSIFICATION	2.2919957666725647E-5	IMPLEMENTATION
do operating system specific stuff (creating startup scripts installing man pages etc.)	WITHOUT_CLASSIFICATION	0.9999956861808964	WITHOUT_CLASSIFICATION	4.313819103597729E-6	IMPLEMENTATION
system.err.println(filename)	WITHOUT_CLASSIFICATION	0.9999803468404476	WITHOUT_CLASSIFICATION	1.9653159552430454E-5	IMPLEMENTATION
label == null means no configurable options	WITHOUT_CLASSIFICATION	0.9993083014613264	WITHOUT_CLASSIFICATION	6.916985386736449E-4	IMPLEMENTATION
can't happen	WITHOUT_CLASSIFICATION	0.9999873984950032	WITHOUT_CLASSIFICATION	1.2601504996746384E-5	IMPLEMENTATION
{{{ getshortcut() method	WITHOUT_CLASSIFICATION	0.9999744468540599	WITHOUT_CLASSIFICATION	2.555314594014961E-5	IMPLEMENTATION
{{{ getposition() method	WITHOUT_CLASSIFICATION	0.9999744871942894	WITHOUT_CLASSIFICATION	2.551280571071533E-5	IMPLEMENTATION
{{{ marker constructor	WITHOUT_CLASSIFICATION	0.9998940904390935	WITHOUT_CLASSIFICATION	1.0590956090649037E-4	IMPLEMENTATION
{{{ setshortcut() method	WITHOUT_CLASSIFICATION	0.9999744468540599	WITHOUT_CLASSIFICATION	2.555314594014961E-5	IMPLEMENTATION
{{{ createposition() method	WITHOUT_CLASSIFICATION	0.9999744468540599	WITHOUT_CLASSIFICATION	2.555314594014961E-5	IMPLEMENTATION
{{{ removeposition() method	WITHOUT_CLASSIFICATION	0.9999744468540599	WITHOUT_CLASSIFICATION	2.555314594014961E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999918009019932	WITHOUT_CLASSIFICATION	8.199098006711576E-6	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999918009019932	WITHOUT_CLASSIFICATION	8.199098006711576E-6	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999918009019932	WITHOUT_CLASSIFICATION	8.199098006711576E-6	IMPLEMENTATION
{{{ private members	WITHOUT_CLASSIFICATION	0.9999960375410093	WITHOUT_CLASSIFICATION	3.962458990673172E-6	IMPLEMENTATION
forget the cached position instance	WITHOUT_CLASSIFICATION	0.999985947367956	WITHOUT_CLASSIFICATION	1.4052632043955226E-5	IMPLEMENTATION
{{{ setposition() method	WITHOUT_CLASSIFICATION	0.9999744468540599	WITHOUT_CLASSIFICATION	2.555314594014961E-5	IMPLEMENTATION
{{{ isperspectivedirty() method	WITHOUT_CLASSIFICATION	0.9999672128435833	WITHOUT_CLASSIFICATION	3.278715641680648E-5	IMPLEMENTATION
{{{ setperspectivedirty() method	WITHOUT_CLASSIFICATION	0.9999672128435833	WITHOUT_CLASSIFICATION	3.278715641680648E-5	IMPLEMENTATION
{{{ loadperspective() method	WITHOUT_CLASSIFICATION	0.9999744468540599	WITHOUT_CLASSIFICATION	2.555314594014961E-5	IMPLEMENTATION
{{{ saveperspective() method	WITHOUT_CLASSIFICATION	0.9999744468540599	WITHOUT_CLASSIFICATION	2.555314594014961E-5	IMPLEMENTATION
backgrounded	WITHOUT_CLASSIFICATION	0.9999734733355236	WITHOUT_CLASSIFICATION	2.652666447646259E-5	IMPLEMENTATION
{{{ input() method	WITHOUT_CLASSIFICATION	0.9999655099563945	WITHOUT_CLASSIFICATION	3.449004360554246E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999918009019932	WITHOUT_CLASSIFICATION	8.199098006711576E-6	IMPLEMENTATION
{{{ runscript() method	WITHOUT_CLASSIFICATION	0.9999744468540599	WITHOUT_CLASSIFICATION	2.555314594014961E-5	IMPLEMENTATION
{{{ perspectivehandler class	WITHOUT_CLASSIFICATION	0.9999963079983262	WITHOUT_CLASSIFICATION	3.6920016739407703E-6	IMPLEMENTATION
this will result in a slight speed up since we don't need to read the dtd anyway as aelfred is non-validating	WITHOUT_CLASSIFICATION	0.9999999475395281	WITHOUT_CLASSIFICATION	5.2460471808455105E-8	IMPLEMENTATION
{{{ showrunscriptdialog() method	WITHOUT_CLASSIFICATION	0.9999672128435833	WITHOUT_CLASSIFICATION	3.278715641680648E-5	IMPLEMENTATION
{{{ message() method	WITHOUT_CLASSIFICATION	0.9999655099563945	WITHOUT_CLASSIFICATION	3.449004360554246E-5	IMPLEMENTATION
{{{ error() method	WITHOUT_CLASSIFICATION	0.9999655099563945	WITHOUT_CLASSIFICATION	3.449004360554246E-5	IMPLEMENTATION
save dockable window geometry and close 'em	WITHOUT_CLASSIFICATION	0.9999990019941978	WITHOUT_CLASSIFICATION	9.980058022741648E-7	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999918009019932	WITHOUT_CLASSIFICATION	8.199098006711576E-6	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999918009019932	WITHOUT_CLASSIFICATION	8.199098006711576E-6	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999918009019932	WITHOUT_CLASSIFICATION	8.199098006711576E-6	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999918009019932	WITHOUT_CLASSIFICATION	8.199098006711576E-6	IMPLEMENTATION
{{{ input() method	WITHOUT_CLASSIFICATION	0.9999655099563945	WITHOUT_CLASSIFICATION	3.449004360554246E-5	IMPLEMENTATION
only executed if above loop falls through ie there is no handler for this file	WITHOUT_CLASSIFICATION	0.999999466491918	WITHOUT_CLASSIFICATION	5.335080820867132E-7	IMPLEMENTATION
{{{ confirm() method	WITHOUT_CLASSIFICATION	0.9999655099563945	WITHOUT_CLASSIFICATION	3.449004360554246E-5	IMPLEMENTATION
{{{ confirm() method	WITHOUT_CLASSIFICATION	0.9999655099563945	WITHOUT_CLASSIFICATION	3.449004360554246E-5	IMPLEMENTATION
{{{ loadmacros() method	WITHOUT_CLASSIFICATION	0.9999744468540599	WITHOUT_CLASSIFICATION	2.555314594014961E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999918009019932	WITHOUT_CLASSIFICATION	8.199098006711576E-6	IMPLEMENTATION
{{{ registerhandler() method	WITHOUT_CLASSIFICATION	0.9999744468540599	WITHOUT_CLASSIFICATION	2.555314594014961E-5	IMPLEMENTATION
{{{ gethandlers() method	WITHOUT_CLASSIFICATION	0.9999744468540599	WITHOUT_CLASSIFICATION	2.555314594014961E-5	IMPLEMENTATION
{{{ gethandlerforfilename() method	WITHOUT_CLASSIFICATION	0.9999672128435833	WITHOUT_CLASSIFICATION	3.278715641680648E-5	IMPLEMENTATION
